logging: reflekt: REFLEKT CONFIGURATION:
ENABLED: false
REFLEKT META FILES FROM LIBRARIES: []
OUTPUT DIRECTORY: src/main/kotlin-gen
TO SAVE METADATA: false
REFLEKT METADATA RELATIVE PATH: null
DEPENDENCY JARS: []
_____________________________________________

logging: reflekt: PROJECT FILE PATH: null
logging: reflekt: ReflektAnalysisExtension is starting...
logging: reflekt: reflektMetaFiles []
logging: reflekt: Library invokes: ReflektInvokes(objects={}, classes={}, functions={})
logging: reflekt: ClassUsesProcessor. Element: open class C2 : C1(), should run on true
logging: reflekt: ObjectUsesProcessor. Element: open class C2 : C1(), should run on false
logging: reflekt: FunctionUsesProcessor. Element: CLASS with text open class C2 : C1(), should run on false
logging: reflekt: ClassUsesProcessor. Element: C1, should run on false
logging: reflekt: ObjectUsesProcessor. Element: C1, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text C1, should run on false
logging: reflekt: ClassUsesProcessor. Element: open class C3 : C2() {
    class C5 : CInterface
}, should run on true
logging: reflekt: ObjectUsesProcessor. Element: open class C3 : C2() {
    class C5 : CInterface
}, should run on false
logging: reflekt: FunctionUsesProcessor. Element: CLASS with text open class C3 : C2() {
    class C5 : CInterface
}, should run on false
logging: reflekt: ClassUsesProcessor. Element: C2, should run on false
logging: reflekt: ObjectUsesProcessor. Element: C2, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text C2, should run on false
logging: reflekt: ClassUsesProcessor. Element: class C5 : CInterface, should run on true
logging: reflekt: ObjectUsesProcessor. Element: class C5 : CInterface, should run on false
logging: reflekt: FunctionUsesProcessor. Element: CLASS with text class C5 : CInterface, should run on false
logging: reflekt: ClassUsesProcessor. Element: CInterface, should run on false
logging: reflekt: ObjectUsesProcessor. Element: CInterface, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text CInterface, should run on false
logging: reflekt: Finish analyzing file Classes.kt (package org.jetbrains.reflekt.test.ir)
logging: reflekt: Start analyzing file Functions.kt (package org.jetbrains.reflekt.test.ir)
logging: reflekt: ClassUsesProcessor. Element: org, should run on false
logging: reflekt: ObjectUsesProcessor. Element: org, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text org, should run on false
logging: reflekt: ClassUsesProcessor. Element: jetbrains, should run on false
logging: reflekt: ObjectUsesProcessor. Element: jetbrains, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text jetbrains, should run on false
logging: reflekt: ClassUsesProcessor. Element: reflekt, should run on false
logging: reflekt: ObjectUsesProcessor. Element: reflekt, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text reflekt, should run on false
logging: reflekt: ClassUsesProcessor. Element: test, should run on false
logging: reflekt: ObjectUsesProcessor. Element: test, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text test, should run on false
logging: reflekt: ClassUsesProcessor. Element: ir, should run on false
logging: reflekt: ObjectUsesProcessor. Element: ir, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text ir, should run on false
logging: reflekt: ClassUsesProcessor. Element: @IrTestAnnotation
fun fun1() {}, should run on false
logging: reflekt: ObjectUsesProcessor. Element: @IrTestAnnotation
fun fun1() {}, should run on false
logging: reflekt: FunctionUsesProcessor. Element: FUN with text @IrTestAnnotation
fun fun1() {}, should run on true
logging: reflekt: ClassUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: ObjectUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text IrTestAnnotation, should run on false
logging: reflekt: ClassUsesProcessor. Element: @IrTestAnnotation
fun fun2(): Int = 3, should run on false
logging: reflekt: ObjectUsesProcessor. Element: @IrTestAnnotation
fun fun2(): Int = 3, should run on false
logging: reflekt: FunctionUsesProcessor. Element: FUN with text @IrTestAnnotation
fun fun2(): Int = 3, should run on true
logging: reflekt: ClassUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: ObjectUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text IrTestAnnotation, should run on false
logging: reflekt: ClassUsesProcessor. Element: Int, should run on false
logging: reflekt: ObjectUsesProcessor. Element: Int, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text Int, should run on false
logging: reflekt: ClassUsesProcessor. Element: @IrTestAnnotation
fun fun3(): List<Int> = listOf(3), should run on false
logging: reflekt: ObjectUsesProcessor. Element: @IrTestAnnotation
fun fun3(): List<Int> = listOf(3), should run on false
logging: reflekt: FunctionUsesProcessor. Element: FUN with text @IrTestAnnotation
fun fun3(): List<Int> = listOf(3), should run on true
logging: reflekt: ClassUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: ObjectUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text IrTestAnnotation, should run on false
logging: reflekt: ClassUsesProcessor. Element: List, should run on false
logging: reflekt: ObjectUsesProcessor. Element: List, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text List, should run on false
logging: reflekt: ClassUsesProcessor. Element: Int, should run on false
logging: reflekt: ObjectUsesProcessor. Element: Int, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text Int, should run on false
logging: reflekt: ClassUsesProcessor. Element: listOf(3), should run on false
logging: reflekt: ObjectUsesProcessor. Element: listOf(3), should run on false
logging: reflekt: FunctionUsesProcessor. Element: CALL_EXPRESSION with text listOf(3), should run on false
logging: reflekt: ClassUsesProcessor. Element: listOf, should run on false
logging: reflekt: ObjectUsesProcessor. Element: listOf, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text listOf, should run on false
logging: reflekt: ClassUsesProcessor. Element: @IrTestAnnotation
fun fun4(a: Int, b: Float?, c: Set<Boolean>): List<String> = listOf(a.toString(), b.toString(), c.toString()), should run on false
logging: reflekt: ObjectUsesProcessor. Element: @IrTestAnnotation
fun fun4(a: Int, b: Float?, c: Set<Boolean>): List<String> = listOf(a.toString(), b.toString(), c.toString()), should run on false
logging: reflekt: FunctionUsesProcessor. Element: FUN with text @IrTestAnnotation
fun fun4(a: Int, b: Float?, c: Set<Boolean>): List<String> = listOf(a.toString(), b.toString(), c.toString()), should run on true
logging: reflekt: ClassUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: ObjectUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text IrTestAnnotation, should run on false
logging: reflekt: ClassUsesProcessor. Element: Int, should run on false
logging: reflekt: ObjectUsesProcessor. Element: Int, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text Int, should run on false
logging: reflekt: ClassUsesProcessor. Element: Float, should run on false
logging: reflekt: ObjectUsesProcessor. Element: Float, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text Float, should run on false
logging: reflekt: ClassUsesProcessor. Element: Set, should run on false
logging: reflekt: ObjectUsesProcessor. Element: Set, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text Set, should run on false
logging: reflekt: ClassUsesProcessor. Element: Boolean, should run on false
logging: reflekt: ObjectUsesProcessor. Element: Boolean, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text Boolean, should run on false
logging: reflekt: ClassUsesProcessor. Element: List, should run on false
logging: reflekt: ObjectUsesProcessor. Element: List, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text List, should run on false
logging: reflekt: ClassUsesProcessor. Element: String, should run on false
logging: reflekt: ObjectUsesProcessor. Element: String, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text String, should run on false
logging: reflekt: ClassUsesProcessor. Element: listOf(a.toString(), b.toString(), c.toString()), should run on false
logging: reflekt: ObjectUsesProcessor. Element: listOf(a.toString(), b.toString(), c.toString()), should run on false
logging: reflekt: FunctionUsesProcessor. Element: CALL_EXPRESSION with text listOf(a.toString(), b.toString(), c.toString()), should run on false
logging: reflekt: ClassUsesProcessor. Element: listOf, should run on false
logging: reflekt: ObjectUsesProcessor. Element: listOf, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text listOf, should run on false
logging: reflekt: ClassUsesProcessor. Element: a, should run on false
logging: reflekt: ObjectUsesProcessor. Element: a, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text a, should run on false
logging: reflekt: ClassUsesProcessor. Element: toString(), should run on false
logging: reflekt: ObjectUsesProcessor. Element: toString(), should run on false
logging: reflekt: FunctionUsesProcessor. Element: CALL_EXPRESSION with text toString(), should run on false
logging: reflekt: ClassUsesProcessor. Element: toString, should run on false
logging: reflekt: ObjectUsesProcessor. Element: toString, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text toString, should run on false
logging: reflekt: ClassUsesProcessor. Element: b, should run on false
logging: reflekt: ObjectUsesProcessor. Element: b, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text b, should run on false
logging: reflekt: ClassUsesProcessor. Element: toString(), should run on false
logging: reflekt: ObjectUsesProcessor. Element: toString(), should run on false
logging: reflekt: FunctionUsesProcessor. Element: CALL_EXPRESSION with text toString(), should run on false
logging: reflekt: ClassUsesProcessor. Element: toString, should run on false
logging: reflekt: ObjectUsesProcessor. Element: toString, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text toString, should run on false
logging: reflekt: ClassUsesProcessor. Element: c, should run on false
logging: reflekt: ObjectUsesProcessor. Element: c, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text c, should run on false
logging: reflekt: ClassUsesProcessor. Element: toString(), should run on false
logging: reflekt: ObjectUsesProcessor. Element: toString(), should run on false
logging: reflekt: FunctionUsesProcessor. Element: CALL_EXPRESSION with text toString(), should run on false
logging: reflekt: ClassUsesProcessor. Element: toString, should run on false
logging: reflekt: ObjectUsesProcessor. Element: toString, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text toString, should run on false
logging: reflekt: ClassUsesProcessor. Element: fun fooBoolean(): Boolean {
    println("public second example foo")
    return true
}, should run on false
logging: reflekt: ObjectUsesProcessor. Element: fun fooBoolean(): Boolean {
    println("public second example foo")
    return true
}, should run on false
logging: reflekt: FunctionUsesProcessor. Element: FUN with text fun fooBoolean(): Boolean {
    println("public second example foo")
    return true
}, should run on true
logging: reflekt: ClassUsesProcessor. Element: Boolean, should run on false
logging: reflekt: ObjectUsesProcessor. Element: Boolean, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text Boolean, should run on false
logging: reflekt: ClassUsesProcessor. Element: println("public second example foo"), should run on false
logging: reflekt: ObjectUsesProcessor. Element: println("public second example foo"), should run on false
logging: reflekt: FunctionUsesProcessor. Element: CALL_EXPRESSION with text println("public second example foo"), should run on false
logging: reflekt: ClassUsesProcessor. Element: println, should run on false
logging: reflekt: ObjectUsesProcessor. Element: println, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text println, should run on false
logging: reflekt: ClassUsesProcessor. Element: class FunctionTestClass {
    @IrTestAnnotation
    fun fun1() {}

    @IrTestAnnotation
    fun fun2(): Int = 3

    @IrTestAnnotation
    fun fun3(): List<Int> = listOf(3)

    @IrTestAnnotation
    fun fun4(a: Int, b: Float?, c: Set<Boolean>): List<String> = listOf(a.toString(), b.toString(), c.toString())

    companion object {
        @IrTestAnnotation
        fun fun1() {}

        @IrTestAnnotation
        fun fun2(): Int = 3

        @IrTestAnnotation
        fun fun3(): List<Int> = listOf(3)

        @IrTestAnnotation
        fun fun4(a: Int, b: Float?, c: Set<Boolean>): List<String> = listOf(a.toString(), b.toString(), c.toString())
    }
}, should run on true
logging: reflekt: ObjectUsesProcessor. Element: class FunctionTestClass {
    @IrTestAnnotation
    fun fun1() {}

    @IrTestAnnotation
    fun fun2(): Int = 3

    @IrTestAnnotation
    fun fun3(): List<Int> = listOf(3)

    @IrTestAnnotation
    fun fun4(a: Int, b: Float?, c: Set<Boolean>): List<String> = listOf(a.toString(), b.toString(), c.toString())

    companion object {
        @IrTestAnnotation
        fun fun1() {}

        @IrTestAnnotation
        fun fun2(): Int = 3

        @IrTestAnnotation
        fun fun3(): List<Int> = listOf(3)

        @IrTestAnnotation
        fun fun4(a: Int, b: Float?, c: Set<Boolean>): List<String> = listOf(a.toString(), b.toString(), c.toString())
    }
}, should run on false
logging: reflekt: FunctionUsesProcessor. Element: CLASS with text class FunctionTestClass {
    @IrTestAnnotation
    fun fun1() {}

    @IrTestAnnotation
    fun fun2(): Int = 3

    @IrTestAnnotation
    fun fun3(): List<Int> = listOf(3)

    @IrTestAnnotation
    fun fun4(a: Int, b: Float?, c: Set<Boolean>): List<String> = listOf(a.toString(), b.toString(), c.toString())

    companion object {
        @IrTestAnnotation
        fun fun1() {}

        @IrTestAnnotation
        fun fun2(): Int = 3

        @IrTestAnnotation
        fun fun3(): List<Int> = listOf(3)

        @IrTestAnnotation
        fun fun4(a: Int, b: Float?, c: Set<Boolean>): List<String> = listOf(a.toString(), b.toString(), c.toString())
    }
}, should run on false
logging: reflekt: ClassUsesProcessor. Element: @IrTestAnnotation
    fun fun1() {}, should run on false
logging: reflekt: ObjectUsesProcessor. Element: @IrTestAnnotation
    fun fun1() {}, should run on false
logging: reflekt: FunctionUsesProcessor. Element: FUN with text @IrTestAnnotation
    fun fun1() {}, should run on false
logging: reflekt: ClassUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: ObjectUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text IrTestAnnotation, should run on false
logging: reflekt: ClassUsesProcessor. Element: @IrTestAnnotation
    fun fun2(): Int = 3, should run on false
logging: reflekt: ObjectUsesProcessor. Element: @IrTestAnnotation
    fun fun2(): Int = 3, should run on false
logging: reflekt: FunctionUsesProcessor. Element: FUN with text @IrTestAnnotation
    fun fun2(): Int = 3, should run on false
logging: reflekt: ClassUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: ObjectUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text IrTestAnnotation, should run on false
logging: reflekt: ClassUsesProcessor. Element: Int, should run on false
logging: reflekt: ObjectUsesProcessor. Element: Int, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text Int, should run on false
logging: reflekt: ClassUsesProcessor. Element: @IrTestAnnotation
    fun fun3(): List<Int> = listOf(3), should run on false
logging: reflekt: ObjectUsesProcessor. Element: @IrTestAnnotation
    fun fun3(): List<Int> = listOf(3), should run on false
logging: reflekt: FunctionUsesProcessor. Element: FUN with text @IrTestAnnotation
    fun fun3(): List<Int> = listOf(3), should run on false
logging: reflekt: ClassUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: ObjectUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text IrTestAnnotation, should run on false
logging: reflekt: ClassUsesProcessor. Element: List, should run on false
logging: reflekt: ObjectUsesProcessor. Element: List, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text List, should run on false
logging: reflekt: ClassUsesProcessor. Element: Int, should run on false
logging: reflekt: ObjectUsesProcessor. Element: Int, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text Int, should run on false
logging: reflekt: ClassUsesProcessor. Element: listOf(3), should run on false
logging: reflekt: ObjectUsesProcessor. Element: listOf(3), should run on false
logging: reflekt: FunctionUsesProcessor. Element: CALL_EXPRESSION with text listOf(3), should run on false
logging: reflekt: ClassUsesProcessor. Element: listOf, should run on false
logging: reflekt: ObjectUsesProcessor. Element: listOf, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text listOf, should run on false
logging: reflekt: ClassUsesProcessor. Element: @IrTestAnnotation
    fun fun4(a: Int, b: Float?, c: Set<Boolean>): List<String> = listOf(a.toString(), b.toString(), c.toString()), should run on false
logging: reflekt: ObjectUsesProcessor. Element: @IrTestAnnotation
    fun fun4(a: Int, b: Float?, c: Set<Boolean>): List<String> = listOf(a.toString(), b.toString(), c.toString()), should run on false
logging: reflekt: FunctionUsesProcessor. Element: FUN with text @IrTestAnnotation
    fun fun4(a: Int, b: Float?, c: Set<Boolean>): List<String> = listOf(a.toString(), b.toString(), c.toString()), should run on false
logging: reflekt: ClassUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: ObjectUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text IrTestAnnotation, should run on false
logging: reflekt: ClassUsesProcessor. Element: Int, should run on false
logging: reflekt: ObjectUsesProcessor. Element: Int, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text Int, should run on false
logging: reflekt: ClassUsesProcessor. Element: Float, should run on false
logging: reflekt: ObjectUsesProcessor. Element: Float, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text Float, should run on false
logging: reflekt: ClassUsesProcessor. Element: Set, should run on false
logging: reflekt: ObjectUsesProcessor. Element: Set, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text Set, should run on false
logging: reflekt: ClassUsesProcessor. Element: Boolean, should run on false
logging: reflekt: ObjectUsesProcessor. Element: Boolean, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text Boolean, should run on false
logging: reflekt: ClassUsesProcessor. Element: List, should run on false
logging: reflekt: ObjectUsesProcessor. Element: List, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text List, should run on false
logging: reflekt: ClassUsesProcessor. Element: String, should run on false
logging: reflekt: ObjectUsesProcessor. Element: String, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text String, should run on false
logging: reflekt: ClassUsesProcessor. Element: listOf(a.toString(), b.toString(), c.toString()), should run on false
logging: reflekt: ObjectUsesProcessor. Element: listOf(a.toString(), b.toString(), c.toString()), should run on false
logging: reflekt: FunctionUsesProcessor. Element: CALL_EXPRESSION with text listOf(a.toString(), b.toString(), c.toString()), should run on false
logging: reflekt: ClassUsesProcessor. Element: listOf, should run on false
logging: reflekt: ObjectUsesProcessor. Element: listOf, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text listOf, should run on false
logging: reflekt: ClassUsesProcessor. Element: a, should run on false
logging: reflekt: ObjectUsesProcessor. Element: a, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text a, should run on false
logging: reflekt: ClassUsesProcessor. Element: toString(), should run on false
logging: reflekt: ObjectUsesProcessor. Element: toString(), should run on false
logging: reflekt: FunctionUsesProcessor. Element: CALL_EXPRESSION with text toString(), should run on false
logging: reflekt: ClassUsesProcessor. Element: toString, should run on false
logging: reflekt: ObjectUsesProcessor. Element: toString, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text toString, should run on false
logging: reflekt: ClassUsesProcessor. Element: b, should run on false
logging: reflekt: ObjectUsesProcessor. Element: b, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text b, should run on false
logging: reflekt: ClassUsesProcessor. Element: toString(), should run on false
logging: reflekt: ObjectUsesProcessor. Element: toString(), should run on false
logging: reflekt: FunctionUsesProcessor. Element: CALL_EXPRESSION with text toString(), should run on false
logging: reflekt: ClassUsesProcessor. Element: toString, should run on false
logging: reflekt: ObjectUsesProcessor. Element: toString, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text toString, should run on false
logging: reflekt: ClassUsesProcessor. Element: c, should run on false
logging: reflekt: ObjectUsesProcessor. Element: c, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text c, should run on false
logging: reflekt: ClassUsesProcessor. Element: toString(), should run on false
logging: reflekt: ObjectUsesProcessor. Element: toString(), should run on false
logging: reflekt: FunctionUsesProcessor. Element: CALL_EXPRESSION with text toString(), should run on false
logging: reflekt: ClassUsesProcessor. Element: toString, should run on false
logging: reflekt: ObjectUsesProcessor. Element: toString, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text toString, should run on false
logging: reflekt: ClassUsesProcessor. Element: companion object {
        @IrTestAnnotation
        fun fun1() {}

        @IrTestAnnotation
        fun fun2(): Int = 3

        @IrTestAnnotation
        fun fun3(): List<Int> = listOf(3)

        @IrTestAnnotation
        fun fun4(a: Int, b: Float?, c: Set<Boolean>): List<String> = listOf(a.toString(), b.toString(), c.toString())
    }, should run on false
logging: reflekt: ObjectUsesProcessor. Element: companion object {
        @IrTestAnnotation
        fun fun1() {}

        @IrTestAnnotation
        fun fun2(): Int = 3

        @IrTestAnnotation
        fun fun3(): List<Int> = listOf(3)

        @IrTestAnnotation
        fun fun4(a: Int, b: Float?, c: Set<Boolean>): List<String> = listOf(a.toString(), b.toString(), c.toString())
    }, should run on true
logging: reflekt: FunctionUsesProcessor. Element: OBJECT_DECLARATION with text companion object {
        @IrTestAnnotation
        fun fun1() {}

        @IrTestAnnotation
        fun fun2(): Int = 3

        @IrTestAnnotation
        fun fun3(): List<Int> = listOf(3)

        @IrTestAnnotation
        fun fun4(a: Int, b: Float?, c: Set<Boolean>): List<String> = listOf(a.toString(), b.toString(), c.toString())
    }, should run on false
logging: reflekt: ClassUsesProcessor. Element: @IrTestAnnotation
        fun fun1() {}, should run on false
logging: reflekt: ObjectUsesProcessor. Element: @IrTestAnnotation
        fun fun1() {}, should run on false
logging: reflekt: FunctionUsesProcessor. Element: FUN with text @IrTestAnnotation
        fun fun1() {}, should run on false
logging: reflekt: ClassUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: ObjectUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text IrTestAnnotation, should run on false
logging: reflekt: ClassUsesProcessor. Element: @IrTestAnnotation
        fun fun2(): Int = 3, should run on false
logging: reflekt: ObjectUsesProcessor. Element: @IrTestAnnotation
        fun fun2(): Int = 3, should run on false
logging: reflekt: FunctionUsesProcessor. Element: FUN with text @IrTestAnnotation
        fun fun2(): Int = 3, should run on false
logging: reflekt: ClassUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: ObjectUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text IrTestAnnotation, should run on false
logging: reflekt: ClassUsesProcessor. Element: Int, should run on false
logging: reflekt: ObjectUsesProcessor. Element: Int, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text Int, should run on false
logging: reflekt: ClassUsesProcessor. Element: @IrTestAnnotation
        fun fun3(): List<Int> = listOf(3), should run on false
logging: reflekt: ObjectUsesProcessor. Element: @IrTestAnnotation
        fun fun3(): List<Int> = listOf(3), should run on false
logging: reflekt: FunctionUsesProcessor. Element: FUN with text @IrTestAnnotation
        fun fun3(): List<Int> = listOf(3), should run on false
logging: reflekt: ClassUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: ObjectUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text IrTestAnnotation, should run on false
logging: reflekt: ClassUsesProcessor. Element: List, should run on false
logging: reflekt: ObjectUsesProcessor. Element: List, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text List, should run on false
logging: reflekt: ClassUsesProcessor. Element: Int, should run on false
logging: reflekt: ObjectUsesProcessor. Element: Int, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text Int, should run on false
logging: reflekt: ClassUsesProcessor. Element: listOf(3), should run on false
logging: reflekt: ObjectUsesProcessor. Element: listOf(3), should run on false
logging: reflekt: FunctionUsesProcessor. Element: CALL_EXPRESSION with text listOf(3), should run on false
logging: reflekt: ClassUsesProcessor. Element: listOf, should run on false
logging: reflekt: ObjectUsesProcessor. Element: listOf, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text listOf, should run on false
logging: reflekt: ClassUsesProcessor. Element: @IrTestAnnotation
        fun fun4(a: Int, b: Float?, c: Set<Boolean>): List<String> = listOf(a.toString(), b.toString(), c.toString()), should run on false
logging: reflekt: ObjectUsesProcessor. Element: @IrTestAnnotation
        fun fun4(a: Int, b: Float?, c: Set<Boolean>): List<String> = listOf(a.toString(), b.toString(), c.toString()), should run on false
logging: reflekt: FunctionUsesProcessor. Element: FUN with text @IrTestAnnotation
        fun fun4(a: Int, b: Float?, c: Set<Boolean>): List<String> = listOf(a.toString(), b.toString(), c.toString()), should run on false
logging: reflekt: ClassUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: ObjectUsesProcessor. Element: IrTestAnnotation, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text IrTestAnnotation, should run on false
logging: reflekt: ClassUsesProcessor. Element: Int, should run on false
logging: reflekt: ObjectUsesProcessor. Element: Int, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text Int, should run on false
logging: reflekt: ClassUsesProcessor. Element: Float, should run on false
logging: reflekt: ObjectUsesProcessor. Element: Float, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text Float, should run on false
logging: reflekt: ClassUsesProcessor. Element: Set, should run on false
logging: reflekt: ObjectUsesProcessor. Element: Set, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text Set, should run on false
logging: reflekt: ClassUsesProcessor. Element: Boolean, should run on false
logging: reflekt: ObjectUsesProcessor. Element: Boolean, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text Boolean, should run on false
logging: reflekt: ClassUsesProcessor. Element: List, should run on false
logging: reflekt: ObjectUsesProcessor. Element: List, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text List, should run on false
logging: reflekt: ClassUsesProcessor. Element: String, should run on false
logging: reflekt: ObjectUsesProcessor. Element: String, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text String, should run on false
logging: reflekt: ClassUsesProcessor. Element: listOf(a.toString(), b.toString(), c.toString()), should run on false
logging: reflekt: ObjectUsesProcessor. Element: listOf(a.toString(), b.toString(), c.toString()), should run on false
logging: reflekt: FunctionUsesProcessor. Element: CALL_EXPRESSION with text listOf(a.toString(), b.toString(), c.toString()), should run on false
logging: reflekt: ClassUsesProcessor. Element: listOf, should run on false
logging: reflekt: ObjectUsesProcessor. Element: listOf, should run on false
logging: reflekt: FunctionUsesProcessor. Element: REFERENCE_EXPRESSION with text listOf, should run on false
